@relation temp_weka

@attribute h numeric
@attribute h_y numeric
@attribute num_pub numeric
@attribute num_cit numeric
@attribute mean_cit_paper numeric
@attribute h_num_papers numeric
@attribute age numeric
@attribute gender {F,M}
@attribute Abilitato {No,Si}

@data
6,0.26087,54,1368,25.333333,0.111111,23,F,No
6,0.666667,31,208,6.709677,0.193548,9,F,No
8,0.615385,12,228,19,0.666667,13,F,No
14,2.333333,46,305,6.630435,0.304348,6,M,No
13,1.181818,15,150,10,0.866667,11,M,No
14,1.076923,42,733,17.452381,0.333333,13,F,No
14,1.076923,42,478,11.380952,0.333333,13,M,No
15,1.666667,37,292,7.891892,0.405405,9,F,No
15,1.666667,37,309,8.351351,0.405405,9,F,No
11,1.1,36,377,10.472222,0.305556,10,M,No
2,0.666667,11,21,1.909091,0.181818,3,M,No
10,3.333333,11,21,1.909091,0.909091,3,M,No
11,1.833333,30,101,3.366667,0.366667,6,F,No
8,0.363636,45,1286,28.577778,0.177778,22,F,No
9,0.346154,97,2969,30.608247,0.092784,26,M,No
13,?,45,103,2.288889,0.288889,?,M,No
4,?,17,72,4.235294,0.235294,?,M,No
8,?,43,180,4.186047,0.186047,?,M,No
8,?,37,8,0.216216,0.216216,?,M,No
14,?,50,114,2.28,0.28,?,F,No
19,2.375,20,185,9.25,0.95,8,M,No
6,0.461538,14,265,18.928571,0.428571,13,F,No
11,0.846154,18,294,16.333333,0.611111,13,M,No
18,0.692308,57,1746,30.631579,0.315789,26,M,No
12,2.4,37,278,7.513514,0.324324,5,M,No
13,2.6,15,62,4.133333,0.866667,5,F,No
1,0.2,11,71,6.454545,0.090909,5,F,No
2,0.4,11,53,4.818182,0.181818,5,F,No
2,0.25,9,53,5.888889,0.222222,8,M,No
6,0.26087,56,1196,21.357143,0.107143,23,M,No
6,0.26087,56,1298,23.178571,0.107143,23,F,No
2,0.333333,6,45,7.5,0.333333,6,M,No
9,1.5,36,132,3.666667,0.25,6,M,No
15,2.5,48,414,8.625,0.3125,6,F,No
2,0.333333,6,25,4.166667,0.333333,6,M,No
10,0.555556,25,516,20.64,0.4,18,M,No
1,?,19,1,0.052632,0.052632,?,M,No
4,?,36,184,5.111111,0.111111,?,F,No
2,?,32,162,5.0625,0.0625,?,F,No
12,1.5,15,214,14.266667,0.8,8,M,No
1,?,35,71,2.028571,0.028571,?,M,No
7,1.4,14,77,5.5,0.5,5,M,No
9,?,24,129,5.375,0.375,?,M,No
10,0.833333,39,636,16.307692,0.25641,12,M,No
7,1.4,15,71,4.733333,0.466667,5,M,No
34,1.307692,86,2625,30.523256,0.395349,26,M,No
10,?,46,240,5.217391,0.217391,?,M,No
6,0.666667,13,183,14.076923,0.461538,9,F,No
15,1.25,30,417,13.9,0.5,12,M,No
8,0.8,36,294,8.166667,0.222222,10,F,No
17,2.125,30,356,11.866667,0.566667,8,F,No
16,1.777778,27,207,7.666667,0.592593,9,M,No
16,2,50,308,6.16,0.32,8,M,No
7,?,42,217,5.166667,0.166667,?,M,No
5,0.454545,11,140,12.727273,0.454545,11,M,No
5,0.227273,102,3054,29.941176,0.04902,22,M,No
12,6,14,16,1.142857,0.857143,2,M,No
11,5.5,14,9,0.642857,0.785714,2,M,No
10,1.111111,22,128,5.818182,0.454545,9,F,No
10,1.111111,21,223,10.619048,0.47619,9,M,No
9,0.818182,20,349,17.45,0.45,11,F,No
16,2.285714,42,349,8.309524,0.380952,7,M,No
13,1.857143,45,302,6.711111,0.288889,7,M,No
13,1.857143,30,268,8.933333,0.433333,7,M,No
10,0.714286,31,476,15.354839,0.322581,14,M,No
17,1.888889,53,356,6.716981,0.320755,9,M,No
1,?,25,26,1.04,0.04,?,M,No
11,?,30,161,5.366667,0.366667,?,M,No
12,1,25,370,14.8,0.48,12,M,No
1,0.2,12,33,2.75,0.083333,5,F,No
2,0.4,12,53,4.416667,0.166667,5,F,No
4,0.8,12,103,8.583333,0.333333,5,M,No
13,2.6,22,132,6,0.590909,5,M,No
5,0.2,29,642,22.137931,0.172414,25,M,No
6,0.75,11,130,11.818182,0.545455,8,F,No
13,3.25,47,168,3.574468,0.276596,4,F,No
5,?,20,45,2.25,0.25,?,M,No
5,1.25,10,46,4.6,0.5,4,F,No
7,0.777778,21,76,3.619048,0.333333,9,M,No
10,1.666667,19,110,5.789474,0.526316,6,F,No
6,0.75,30,161,5.366667,0.2,8,M,No
9,1.285714,23,184,8,0.391304,7,M,No
14,0.7,28,697,24.892857,0.5,20,F,No
33,2.2,63,1052,16.698413,0.52381,15,F,No
5,0.625,15,158,10.533333,0.333333,8,M,No
5,0.625,15,148,9.866667,0.333333,8,M,No
23,1.916667,41,568,13.853659,0.560976,12,F,No
7,0.636364,15,186,12.4,0.466667,11,F,No
6,0.857143,10,72,7.2,0.6,7,M,No
6,1.5,35,135,3.857143,0.171429,4,F,No
4,1,5,21,4.2,0.8,4,M,No
16,4,31,50,1.612903,0.516129,4,F,No
4,1,5,24,4.8,0.8,4,F,No
10,1.25,45,407,9.044444,0.222222,8,M,No
5,0.384615,17,303,17.823529,0.294118,13,M,No
13,1,17,319,18.764706,0.764706,13,M,No
18,1.384615,48,921,19.1875,0.375,13,F,No
7,0.155556,51,2941,57.666667,0.137255,45,M,No
12,4,29,90,3.103448,0.413793,3,M,No
13,4.333333,34,82,2.411765,0.382353,3,M,No
15,5,50,136,2.72,0.3,3,M,No
1,0.071429,12,177,14.75,0.083333,14,F,No
7,0.538462,54,968,17.925926,0.12963,13,F,No
3,0.6,17,151,8.882353,0.176471,5,F,No
4,0.8,17,103,6.058824,0.235294,5,F,No
2,0.5,9,31,3.444444,0.222222,4,F,No
1,?,4,9,2.25,0.25,?,M,No
18,2,26,280,10.769231,0.692308,9,M,No
7,0.411765,30,689,22.966667,0.233333,17,F,No
5,0.714286,11,117,10.636364,0.454545,7,M,No
13,1.3,23,230,10,0.565217,10,M,No
12,1.2,12,148,12.333333,1,10,M,No
6,0.666667,47,416,8.851064,0.12766,9,F,No
5,0.833333,13,105,8.076923,0.384615,6,F,No
6,1.5,10,56,5.6,0.6,4,M,No
6,1.5,10,64,6.4,0.6,4,F,No
5,0.384615,28,204,7.285714,0.178571,13,M,No
5,0.555556,18,153,8.5,0.277778,9,M,No
13,4.333333,19,22,1.157895,0.684211,3,M,No
10,3.333333,38,91,2.394737,0.263158,3,M,No
14,4.666667,42,143,3.404762,0.333333,3,F,No
4,0.363636,13,193,14.846154,0.307692,11,M,No
10,0.5,26,658,25.307692,0.384615,20,F,No
17,2.428571,34,347,10.205882,0.5,7,M,No
14,2,29,201,6.931034,0.482759,7,M,No
17,2.428571,47,383,8.148936,0.361702,7,F,No
2,?,27,2,0.074074,0.074074,?,M,No
9,0.9,25,330,13.2,0.36,10,M,No
3,0.3,7,71,10.142857,0.428571,10,M,No
13,1.3,42,610,14.52381,0.309524,10,M,No
15,1.5,21,236,11.238095,0.714286,10,M,No
7,0.7,7,81,11.571429,1,10,M,No
5,0.714286,12,94,7.833333,0.416667,7,M,No
15,15,31,1,0.032258,0.483871,1,F,No
5,0.833333,14,87,6.214286,0.357143,6,M,No
5,0.833333,14,83,5.928571,0.357143,6,F,No
5,0.833333,14,125,8.928571,0.357143,6,M,No
4,0.571429,12,77,6.416667,0.333333,7,M,No
7,1.4,35,264,7.542857,0.2,5,F,No
7,0.368421,31,518,16.709677,0.225806,19,F,No
7,0.368421,31,971,31.322581,0.225806,19,F,No
3,0.75,15,37,2.466667,0.2,4,M,No
3,0.375,12,47,3.916667,0.25,8,F,No
11,2.2,44,189,4.295455,0.25,5,M,No
4,?,33,169,5.121212,0.121212,?,F,No
12,2.4,12,12,1,1,5,M,No
7,1.4,12,84,7,0.583333,5,M,No
4,1.333333,7,21,3,0.571429,3,M,No
6,0.857143,12,126,10.5,0.5,7,M,No
31,2.583333,38,474,12.473684,0.815789,12,F,No
31,2.583333,38,515,13.552632,0.815789,12,M,No
13,6.5,25,64,2.56,0.52,2,F,No
1,0.5,8,10,1.25,0.125,2,M,No
7,0.466667,28,435,15.535714,0.25,15,M,No
16,0.761905,50,1311,26.22,0.32,21,F,No
14,7,23,36,1.565217,0.608696,2,M,No
5,0.555556,43,443,10.302326,0.116279,9,M,No
8,1.142857,13,85,6.538462,0.615385,7,F,No
18,1.8,35,398,11.371429,0.514286,10,M,No
13,1,41,675,16.463415,0.317073,13,M,No
2,?,20,22,1.1,0.1,?,M,No
13,1.3,35,419,11.971429,0.371429,10,M,No
13,1.625,36,413,11.472222,0.361111,8,F,No
9,?,28,65,2.321429,0.321429,?,M,No
10,0.588235,23,340,14.782609,0.434783,17,M,No
6,?,15,66,4.4,0.4,?,M,No
23,1.352941,69,1778,25.768116,0.333333,17,M,No
15,1.5,34,418,12.294118,0.441176,10,M,No
9,1.5,21,219,10.428571,0.428571,6,M,No
13,3.25,32,212,6.625,0.40625,4,M,No
7,0.538462,14,194,13.857143,0.5,13,F,No
2,?,19,97,5.105263,0.105263,?,F,No
6,1.5,17,55,3.235294,0.352941,4,M,No
60,2.727273,89,2081,23.382022,0.674157,22,F,No
9,3,23,79,3.434783,0.391304,3,M,No
16,2,34,271,7.970588,0.470588,8,M,No
28,1.647059,61,1089,17.852459,0.459016,17,M,No
10,0.714286,24,267,11.125,0.416667,14,M,No
13,1.444444,23,264,11.478261,0.565217,9,M,No
13,?,15,73,4.866667,0.866667,?,M,No
16,3.2,33,123,3.727273,0.484848,5,F,No
13,?,39,208,5.333333,0.333333,?,M,No
24,1.846154,58,713,12.293103,0.413793,13,M,No
13,1.625,18,84,4.666667,0.722222,8,M,No
11,1.222222,17,146,8.588235,0.647059,9,M,No
7,0.318182,14,451,32.214286,0.5,22,M,No
10,0.454545,15,478,31.866667,0.666667,22,M,No
13,1.444444,20,275,13.75,0.65,9,F,No
12,4,35,119,3.4,0.342857,3,F,No
5,0.555556,29,321,11.068966,0.172414,9,F,No
9,0.9,51,489,9.588235,0.176471,10,M,No
5,0.833333,13,62,4.769231,0.384615,6,M,No
5,0.833333,13,62,4.769231,0.384615,6,M,No
5,0.714286,16,109,6.8125,0.3125,7,F,No
16,2,39,295,7.564103,0.410256,8,M,No
18,2.25,36,224,6.222222,0.5,8,M,No
8,1.333333,33,83,2.515152,0.242424,6,M,No
10,1.111111,30,399,13.3,0.333333,9,F,No
6,0.6,21,257,12.238095,0.285714,10,M,No
6,0.6,21,251,11.952381,0.285714,10,M,No
6,0.6,21,306,14.571429,0.285714,10,M,No
7,1.166667,16,147,9.1875,0.4375,6,M,No
7,0.875,17,186,10.941176,0.411765,8,F,No
11,0.846154,30,608,20.266667,0.366667,13,M,No
15,1.666667,49,439,8.959184,0.306122,9,M,No
13,1.444444,36,353,9.805556,0.361111,9,M,No
7,0.777778,17,184,10.823529,0.411765,9,F,No
8,0.888889,37,453,12.243243,0.216216,9,M,No
9,1,44,302,6.863636,0.204545,9,M,No
16,2.666667,20,99,4.95,0.8,6,M,No
10,1.666667,19,211,11.105263,0.526316,6,M,No
2,0.2,4,60,15,0.5,10,F,No
15,2.142857,41,294,7.170732,0.365854,7,F,No
4,1.333333,19,15,0.789474,0.210526,3,M,No
17,1.7,33,396,12,0.515152,10,M,No
5,1,14,63,4.5,0.357143,5,M,No
13,0.684211,35,1022,29.2,0.371429,19,M,No
13,0.684211,35,803,22.942857,0.371429,19,F,No
13,0.684211,35,619,17.685714,0.371429,19,F,No
14,14,19,1,0.052632,0.736842,1,M,No
10,1.666667,25,68,2.72,0.4,6,M,No
1,0.166667,25,135,5.4,0.04,6,M,No
8,1.333333,25,193,7.72,0.32,6,M,No
5,0.833333,25,164,6.56,0.2,6,M,No
3,0.214286,13,235,18.076923,0.230769,14,M,No
9,?,20,89,4.45,0.45,?,M,No
10,?,38,48,1.263158,0.263158,?,M,No
15,?,25,65,2.6,0.6,?,M,No
3,0.5,12,76,6.333333,0.25,6,F,No
12,4,36,123,3.416667,0.333333,3,M,No
14,3.5,19,65,3.421053,0.736842,4,F,No
16,4,50,241,4.82,0.32,4,M,No
14,3.5,36,103,2.861111,0.388889,4,F,No
4,1,6,22,3.666667,0.666667,4,M,No
7,0.7,21,283,13.47619,0.333333,10,F,No
3,1.5,11,18,1.636364,0.272727,2,M,No
14,?,17,48,2.823529,0.823529,?,M,No
13,0.8125,43,948,22.046512,0.302326,16,F,No
13,0.8125,43,669,15.55814,0.302326,16,F,No
7,1.4,17,110,6.470588,0.411765,5,M,No
13,1.857143,42,343,8.166667,0.309524,7,M,No
15,3,16,113,7.0625,0.9375,5,F,No
9,0.9,30,340,11.333333,0.3,10,M,No
17,2.833333,21,128,6.095238,0.809524,6,M,No
14,4.666667,20,76,3.8,0.7,3,M,No
7,1.166667,11,83,7.545455,0.636364,6,F,No
1,0.2,8,70,8.75,0.125,5,F,No
5,0.357143,41,634,15.463415,0.121951,14,F,No
5,0.357143,41,746,18.195122,0.121951,14,M,No
12,6,19,49,2.578947,0.631579,2,M,No
5,2.5,18,2,0.111111,0.277778,2,F,No
13,6.5,19,21,1.105263,0.684211,2,F,No
7,3.5,19,11,0.578947,0.368421,2,M,No
7,0.333333,12,335,27.916667,0.583333,21,M,No
2,?,32,162,5.0625,0.0625,?,F,No
7,?,13,59,4.538462,0.538462,?,M,No
4,?,17,4,0.235294,0.235294,?,M,No
7,1,15,109,7.266667,0.466667,7,M,No
5,0.454545,58,364,6.275862,0.086207,11,F,No
19,4.75,46,96,2.086957,0.413043,4,M,No
5,1.25,28,123,4.392857,0.178571,4,M,No
5,0.833333,13,86,6.615385,0.384615,6,M,No
5,0.833333,13,77,5.923077,0.384615,6,M,No
13,1.083333,22,202,9.181818,0.590909,12,M,No
7,0.583333,22,351,15.954545,0.318182,12,M,No
13,1.083333,22,374,17,0.590909,12,M,No
15,1.071429,19,315,16.578947,0.789474,14,F,No
6,0.428571,11,145,13.181818,0.545455,14,M,No
17,3.4,41,275,6.707317,0.414634,5,M,No
8,0.533333,10,145,14.5,0.8,15,M,No
4,0.333333,49,906,18.489796,0.081633,12,M,No
5,0.625,22,214,9.727273,0.227273,8,F,No
5,0.625,23,117,5.086957,0.217391,8,M,No
15,2.5,31,171,5.516129,0.483871,6,F,No
14,?,30,14,0.466667,0.466667,?,F,No
3,?,32,3,0.09375,0.09375,?,M,No
9,0.3,76,3075,40.460526,0.118421,30,F,No
9,1.5,13,133,10.230769,0.692308,6,M,No
5,0.555556,10,101,10.1,0.5,9,F,No
5,0.555556,10,113,11.3,0.5,9,M,No
10,?,31,72,2.322581,0.322581,?,M,No
10,0.769231,29,490,16.896552,0.344828,13,M,No
10,0.769231,30,582,19.4,0.333333,13,M,No
8,1.6,12,98,8.166667,0.666667,5,F,No
1,?,23,93,4.043478,0.043478,?,M,No
4,?,6,4,0.666667,0.666667,?,F,No
12,4,29,41,1.413793,0.413793,3,F,No
8,1.333333,13,60,4.615385,0.615385,6,F,No
5,0.416667,17,191,11.235294,0.294118,12,M,No
7,2.333333,10,43,4.3,0.7,3,F,No
5,0.833333,14,78,5.571429,0.357143,6,M,No
9,1.285714,9,37,4.111111,1,7,M,No
12,0.923077,29,541,18.655172,0.413793,13,M,No
6,0.75,7,86,12.285714,0.857143,8,F,No
15,1.5,34,295,8.676471,0.441176,10,F,No
7,0.7,35,608,17.371429,0.2,10,M,No
4,0.4,33,564,17.090909,0.121212,10,F,No
12,1.2,34,288,8.470588,0.352941,10,M,No
5,0.833333,24,130,5.416667,0.208333,6,M,No
11,?,23,103,4.478261,0.478261,?,M,No
6,0.6,27,436,16.148148,0.222222,10,F,No
10,2.5,37,96,2.594595,0.27027,4,F,No
7,1,36,243,6.75,0.194444,7,F,No
7,1,36,346,9.611111,0.194444,7,F,No
15,2.142857,17,150,8.823529,0.882353,7,M,No
11,1.222222,14,197,14.071429,0.785714,9,M,No
13,1.3,20,94,4.7,0.65,10,F,No
13,2.6,18,69,3.833333,0.722222,5,F,No
12,1,28,229,8.178571,0.428571,12,F,No
14,?,20,94,4.7,0.7,?,F,No
10,1.111111,14,75,5.357143,0.714286,9,F,No
8,0.615385,15,246,16.4,0.533333,13,M,No
13,0.382353,82,3458,42.170732,0.158537,34,F,No
6,0.666667,16,161,10.0625,0.375,9,F,No
3,1.5,4,12,3,0.75,2,M,No
5,2.5,39,21,0.538462,0.128205,2,M,No
4,2,4,6,1.5,1,2,M,No
3,1.5,4,8,2,0.75,2,F,No
3,0.5,36,258,7.166667,0.083333,6,F,No
4,0.666667,36,210,5.833333,0.111111,6,M,No
17,2.428571,20,169,8.45,0.85,7,F,No
9,1.5,35,23,0.657143,0.257143,6,M,No
11,0.733333,14,199,14.214286,0.785714,15,M,No
6,2,23,64,2.782609,0.26087,3,F,No
6,2,23,110,4.782609,0.26087,3,M,No
6,2,23,56,2.434783,0.26087,3,M,No
5,0.555556,13,123,9.461538,0.384615,9,M,No
15,7.5,27,2,0.074074,0.555556,2,F,No
8,4,10,17,1.7,0.8,2,M,No
7,3.5,10,12,1.2,0.7,2,M,No
6,0.461538,14,246,17.571429,0.428571,13,M,No
5,0.714286,18,76,4.222222,0.277778,7,M,No
9,0.529412,16,361,22.5625,0.5625,17,M,No
9,0.529412,16,257,16.0625,0.5625,17,F,No
4,0.307692,27,530,19.62963,0.148148,13,F,No
16,1.230769,51,511,10.019608,0.313725,13,M,No
7,0.538462,9,225,25,0.777778,13,F,No
10,0.769231,15,301,20.066667,0.666667,13,M,No
6,0.75,28,288,10.285714,0.214286,8,F,No
1,?,30,91,3.033333,0.033333,?,M,No
4,?,11,26,2.363636,0.363636,?,F,No
5,?,33,5,0.151515,0.151515,?,M,No
12,3,22,70,3.181818,0.545455,4,M,No
5,1.25,8,46,5.75,0.625,4,M,No
6,0.375,36,454,12.611111,0.166667,16,M,No
11,1,17,292,17.176471,0.647059,11,M,No
17,1.7,24,367,15.291667,0.708333,10,F,No
6,0.428571,30,541,18.033333,0.2,14,M,No
7,0.5,32,473,14.78125,0.21875,14,F,No
5,?,16,69,4.3125,0.3125,?,M,No
15,?,37,163,4.405405,0.405405,?,M,No
2,?,25,127,5.08,0.08,?,M,No
23,3.285714,34,322,9.470588,0.676471,7,M,No
23,3.285714,34,439,12.911765,0.676471,7,F,No
4,0.333333,18,249,13.833333,0.222222,12,M,No
19,0.76,27,921,34.111111,0.703704,25,M,No
3,0.157895,12,248,20.666667,0.25,19,F,No
8,1.142857,13,103,7.923077,0.615385,7,M,No
8,1.142857,13,68,5.230769,0.615385,7,M,No
10,0.833333,22,363,16.5,0.454545,12,M,No
9,0.391304,44,1367,31.068182,0.204545,23,M,No
10,1.111111,22,224,10.181818,0.454545,9,M,No
6,0.285714,21,675,32.142857,0.285714,21,M,No
18,1.5,39,415,10.641026,0.461538,12,M,No
18,1.5,39,528,13.538462,0.461538,12,M,No
9,2.25,24,130,5.416667,0.375,4,M,No
9,0.375,55,1499,27.254545,0.163636,24,F,No
2,0.25,28,151,5.392857,0.071429,8,M,No
16,4,25,85,3.4,0.64,4,F,No
9,?,13,35,2.692308,0.692308,?,F,No
5,0.625,12,165,13.75,0.416667,8,M,No
10,?,12,22,1.833333,0.833333,?,M,No
10,1.25,10,114,11.4,1,8,F,No
17,1.545455,22,171,7.772727,0.772727,11,F,No
9,1,19,163,8.578947,0.473684,9,F,No
3,0.333333,23,262,11.391304,0.130435,9,M,No
5,0.555556,37,506,13.675676,0.135135,9,F,No
16,5.333333,29,109,3.758621,0.551724,3,M,No
5,2.5,7,5,0.714286,0.714286,2,M,No
11,5.5,18,20,1.111111,0.611111,2,M,No
12,1.714286,23,269,11.695652,0.521739,7,M,No
7,0.875,12,128,10.666667,0.583333,8,M,No
8,0.533333,15,299,19.933333,0.533333,15,M,No
9,?,25,84,3.36,0.36,?,M,No
12,0.923077,22,241,10.954545,0.545455,13,M,No
13,1.083333,23,399,17.347826,0.565217,12,F,No
14,1.272727,28,515,18.392857,0.5,11,F,No
5,0.208333,68,1698,24.970588,0.073529,24,M,No
14,0.636364,71,2016,28.394366,0.197183,22,M,No
10,3.333333,28,3,0.107143,0.357143,3,F,No
14,4.666667,49,3,0.061224,0.285714,3,F,No
6,2,27,93,3.444444,0.222222,3,M,No
8,2.666667,24,59,2.458333,0.333333,3,F,No
9,2.25,15,7,0.466667,0.6,4,F,No
16,1.777778,35,491,14.028571,0.457143,9,M,No
16,1.777778,35,374,10.685714,0.457143,9,F,No
16,4,34,148,4.352941,0.470588,4,M,No
5,0.714286,17,94,5.529412,0.294118,7,F,No
15,1.363636,26,280,10.769231,0.576923,11,M,No
14,1.272727,25,345,13.8,0.56,11,F,No
6,0.75,11,118,10.727273,0.545455,8,F,No
6,0.75,11,98,8.909091,0.545455,8,M,No
6,0.375,98,1663,16.969388,0.061224,16,F,No
16,2.285714,29,168,5.793103,0.551724,7,M,No
6,0.666667,12,107,8.916667,0.5,9,M,No
13,2.166667,38,386,10.157895,0.342105,6,F,No
7,0.636364,18,161,8.944444,0.388889,11,M,No
8,?,31,132,4.258065,0.258065,?,F,No
14,1.272727,52,743,14.288462,0.269231,11,M,No
14,1.4,45,550,12.222222,0.311111,10,F,No
8,0.8,60,688,11.466667,0.133333,10,M,No
7,0.7,32,451,14.09375,0.21875,10,M,No
8,0.8,31,320,10.322581,0.258065,10,M,No
1,0.25,10,59,5.9,0.1,4,F,No
15,1.875,19,76,4,0.789474,8,M,No
9,1.125,19,186,9.789474,0.473684,8,F,No
12,2.4,14,49,3.5,0.857143,5,M,No
13,?,35,13,0.371429,0.371429,?,F,No
6,1.2,21,126,6,0.285714,5,M,No
17,2.428571,30,195,6.5,0.566667,7,M,No
12,1.714286,22,195,8.863636,0.545455,7,M,No
18,2.571429,23,82,3.565217,0.782609,7,M,No
18,1.5,34,570,16.764706,0.529412,12,M,No
17,0.944444,46,1244,27.043478,0.369565,18,M,No
9,1.5,35,315,9,0.257143,6,M,No
9,1,42,471,11.214286,0.214286,9,M,No
2,0.5,5,12,2.4,0.4,4,M,No
5,0.416667,12,135,11.25,0.416667,12,M,No
7,0.7,12,166,13.833333,0.583333,10,M,No
3,0.75,8,12,1.5,0.375,4,M,No
4,1,8,34,4.25,0.5,4,M,No
12,?,23,35,1.521739,0.521739,?,F,No
10,?,29,39,1.344828,0.344828,?,M,No
11,0.6875,27,601,22.259259,0.407407,16,F,No
2,0.125,9,183,20.333333,0.222222,16,M,No
7,0.4375,9,149,16.555556,0.777778,16,M,No
2,0.125,9,176,19.555556,0.222222,16,F,No
1,0.0625,9,166,18.444444,0.111111,16,M,No
2,0.125,9,226,25.111111,0.222222,16,M,No
2,1,7,19,2.714286,0.285714,2,M,No
2,1,7,9,1.285714,0.285714,2,F,No
8,4,16,42,2.625,0.5,2,M,No
3,?,34,3,0.088235,0.088235,?,M,No
8,0.666667,23,445,19.347826,0.347826,12,M,No
12,1,23,401,17.434783,0.521739,12,F,No
29,0.935484,51,2345,45.980392,0.568627,31,M,No
13,2.6,19,46,2.421053,0.684211,5,M,No
14,2.8,19,77,4.052632,0.736842,5,M,No
9,0.9,18,263,14.611111,0.5,10,M,No
8,0.727273,15,255,17,0.533333,11,F,No
6,?,30,126,4.2,0.2,?,M,No
13,2.6,45,239,5.311111,0.288889,5,F,No
8,1.6,9,60,6.666667,0.888889,5,F,No
22,1.833333,42,491,11.690476,0.52381,12,M,No
18,3,53,103,1.943396,0.339623,6,F,No
3,0.5,12,106,8.833333,0.25,6,M,No
12,3,19,42,2.210526,0.631579,4,F,No
15,2.142857,38,289,7.605263,0.394737,7,M,No
6,0.545455,23,226,9.826087,0.26087,11,F,No
5,?,12,65,5.416667,0.416667,?,M,No
15,?,36,123,3.416667,0.416667,?,M,No
9,?,22,119,5.409091,0.409091,?,M,No
16,2.285714,33,308,9.333333,0.484848,7,M,No
9,1.285714,33,190,5.757576,0.272727,7,M,No
6,0.75,33,255,7.727273,0.181818,8,M,No
6,0.75,33,333,10.090909,0.181818,8,M,No
2,1,3,5,1.666667,0.666667,2,M,No
62,2.952381,83,1823,21.963855,0.746988,21,M,No
7,0.777778,16,183,11.4375,0.4375,9,M,No
7,0.777778,16,149,9.3125,0.4375,9,F,No
9,0.75,11,210,19.090909,0.818182,12,M,No
9,0.75,11,178,16.181818,0.818182,12,M,No
5,0.3125,15,221,14.733333,0.333333,16,F,No
5,0.384615,8,137,17.125,0.625,13,F,No
6,0.5,58,708,12.206897,0.103448,12,M,No
8,1,21,170,8.095238,0.380952,8,M,No
5,0.625,20,123,6.15,0.25,8,M,No
5,0.625,19,257,13.526316,0.263158,8,M,No
17,4.25,45,206,4.577778,0.377778,4,M,No
12,1.333333,24,350,14.583333,0.5,9,F,No
4,0.307692,9,123,13.666667,0.444444,13,M,No
11,1,15,244,16.266667,0.733333,11,F,No
11,1,15,234,15.6,0.733333,11,M,No
7,0.5,16,296,18.5,0.4375,14,F,No
6,0.5,25,270,10.8,0.24,12,M,No
6,1.2,8,17,2.125,0.75,5,F,No
15,1.5,19,139,7.315789,0.789474,10,F,No
13,2.166667,36,174,4.833333,0.361111,6,M,No
4,0.25,27,446,16.518519,0.148148,16,M,No
6,0.461538,33,337,10.212121,0.181818,13,F,No
7,1,18,143,7.944444,0.388889,7,M,No
11,1.833333,31,202,6.516129,0.354839,6,M,No
9,0.529412,16,401,25.0625,0.5625,17,M,No
7,0.7,13,91,7,0.538462,10,M,No
10,0.909091,22,375,17.045455,0.454545,11,F,No
9,1,22,241,10.954545,0.409091,9,M,No
8,1.6,11,22,2,0.727273,5,M,No
7,?,12,67,5.583333,0.583333,?,F,No
1,0.2,10,63,6.3,0.1,5,M,No
8,1.6,10,11,1.1,0.8,5,F,No
18,1.125,46,999,21.717391,0.391304,16,F,No
12,2,23,124,5.391304,0.521739,6,M,No
11,1.571429,18,153,8.5,0.611111,7,M,No
9,?,16,9,0.5625,0.5625,?,M,No
3,0.375,17,131,7.705882,0.176471,8,M,No
13,4.333333,17,76,4.470588,0.764706,3,M,No
9,0.473684,15,402,26.8,0.6,19,F,No
15,3.75,37,244,6.594595,0.405405,4,F,No
1,0.05,11,307,27.909091,0.090909,20,F,No
8,?,39,125,3.205128,0.205128,?,M,No
1,?,4,9,2.25,0.25,?,M,No
14,3.5,39,72,1.846154,0.358974,4,F,No
9,0.692308,34,423,12.441176,0.264706,13,M,No
9,0.5625,23,315,13.695652,0.391304,16,F,No
13,0.866667,24,483,20.125,0.541667,15,M,No
11,0.846154,32,448,14,0.34375,13,F,No
14,0.933333,33,309,9.363636,0.424242,15,M,No
12,0.8,29,270,9.310345,0.413793,15,M,No
15,1,33,507,15.363636,0.454545,15,M,No
12,0.705882,31,782,25.225806,0.387097,17,M,No
22,0.846154,47,870,18.510638,0.468085,26,F,No
22,0.846154,47,1334,28.382979,0.468085,26,F,No
14,1.555556,26,254,9.769231,0.538462,9,F,No
1,0.111111,3,38,12.666667,0.333333,9,M,No
6,0.6,25,247,9.88,0.24,10,F,No
10,1.111111,15,132,8.8,0.666667,9,M,No
15,0.789474,53,1444,27.245283,0.283019,19,F,No
6,?,32,166,5.1875,0.1875,?,M,No
13,1.857143,42,301,7.166667,0.309524,7,F,No
2,?,22,46,2.090909,0.090909,?,M,No
12,?,21,96,4.571429,0.571429,?,M,No
4,0.666667,7,41,5.857143,0.571429,6,F,No
2,0.333333,7,36,5.142857,0.285714,6,M,No
13,0.928571,18,258,14.333333,0.722222,14,M,No
8,0.666667,26,419,16.115385,0.307692,12,F,No
4,1,7,32,4.571429,0.571429,4,F,No
8,2,20,129,6.45,0.4,4,F,No
23,1.277778,32,668,20.875,0.71875,18,M,No
10,1.25,22,98,4.454545,0.454545,8,M,No
13,2.166667,31,259,8.354839,0.419355,6,M,No
2,0.5,7,35,5,0.285714,4,M,No
12,2,34,272,8,0.352941,6,F,No
7,0.538462,25,422,16.88,0.28,13,F,No
