settore13-B3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.872	0.810	0.840
settore13-B3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.787	0.841	0.813
settore13-A1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.671	0.745	0.706
settore13-A1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.718	0.701	0.709
settore13-A1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.691	0.751	0.720
settore09-B3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.765	0.813	0.788
settore09-B3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.550	0.579	0.564
settore09-B3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.780	0.867	0.821
settore12-F1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.743	0.765	0.754
settore12-F1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.667	0.571	0.615
settore12-F1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.776	0.809	0.792
settore13-C1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.636	0.694	0.664
settore13-C1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.692	0.659	0.675
settore13-C1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.577	0.672	0.621
settore10-N3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.618	0.689	0.651
settore10-N3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.611	0.611	0.611
settore10-N3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.542	0.605	0.571
settore14-B2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.472	0.538	0.503
settore14-B2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.500	0.476	0.488
settore14-B2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.486	0.632	0.550
settore09-D3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.661	0.740	0.698
settore09-D3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.571	0.600	0.585
settore09-D3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.793	0.767	0.780
settore06-E2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.741	0.826	0.781
settore06-E2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.675	0.659	0.667
settore06-E2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.719	0.806	0.760
settore09-C2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.707	0.728	0.717
settore09-C2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.654	0.630	0.642
settore09-C2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.736	0.826	0.779
settore07-H5	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.407	0.423	0.415
settore07-H5	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.636	0.636	0.636
